,sample,collection_date,county,lineage
523,USA/CA-CZB-1428/2020,2020-03-23 00:00:00,San Luis Obispo County,B.1.320
524,USA/CA-CZB-1430/2020,2020-03-23 00:00:00,San Luis Obispo County,A.1
525,USA/CA-CZB-1431/2020,2020-03-24 00:00:00,San Luis Obispo County,B.1.110
526,USA/CA-CZB-1432/2020,2020-03-23 00:00:00,San Luis Obispo County,B.1
527,USA/CA-CZB-1433/2020,2020-03-24 00:00:00,San Luis Obispo County,B.1.1.119
528,USA/CA-CZB-1434/2020,2020-03-25 00:00:00,San Luis Obispo County,B.1
529,USA/CA-CZB-1435/2020,2020-03-25 00:00:00,San Luis Obispo County,B.1.320
530,USA/CA-CZB-1436/2020,2020-03-25 00:00:00,San Luis Obispo County,B.1
531,USA/CA-CZB-1437/2020,2020-03-26 00:00:00,San Luis Obispo County,B.1
532,USA/CA-CZB-1439/2020,2020-03-27 00:00:00,San Luis Obispo County,B.1.320
533,USA/CA-CZB-12370/2020,2020-05-14 00:00:00,Tulare County,B.1
534,USA/CA-CZB-12370/2020,2020-05-14 00:00:00,Tulare County,B.1
535,USA/CA-CZB-12370/2020,2020-05-14 00:00:00,Tulare County,B.1
536,USA/CA-CZB-12371/2020,2020-05-14 00:00:00,Tulare County,B.1
537,USA/CA-CZB-12372/2020,2020-05-14 00:00:00,Tulare County,B.1
538,USA/CA-CZB-12372/2020,2020-05-14 00:00:00,Tulare County,B.1
539,USA/CA-CZB-12372/2020,2020-05-14 00:00:00,Tulare County,B.1
540,USA/CA-CZB-12373/2020,2020-05-14 00:00:00,Tulare County,B.1
541,USA/CA-CZB-1440/2020,2020-03-27 00:00:00,San Luis Obispo County,B.1.1.119
542,USA/CA-CZB-1442/2020,2020-03-28 00:00:00,San Luis Obispo County,B.1.320
543,USA/CA-CZB-1575/2020,2020-03-11 00:00:00,San Joaquin County,A
544,USA/CA-CZB-1443/2020,2020-03-28 00:00:00,San Luis Obispo County,B.1.1.282
545,USA/CA-CZB-1445/2020,2020-03-30 00:00:00,San Luis Obispo County,B.1.1.282
546,USA/CA-CZB-1446/2020,2020-03-30 00:00:00,San Luis Obispo County,B.1.320
547,USA/CA-CZB-12375/2020,2020-05-26 00:00:00,Tulare County,B.1
548,USA/CA-CZB-12374/2020,2020-05-26 00:00:00,Tulare County,B.1
549,USA/CA-CZB-1447/2020,2020-03-30 00:00:00,San Luis Obispo County,B.1
550,USA/CA-CZB-1576/2020,2020-03-13 00:00:00,San Joaquin County,A.1
551,USA/CA-CZB-1450/2020,2020-04-03 00:00:00,San Luis Obispo County,B.1.320
552,USA/CA-CZB-1577/2020,2020-03-14 00:00:00,San Joaquin County,A.1
553,USA/CA-CZB-1452/2020,2020-04-07 00:00:00,San Luis Obispo County,B.1.320
554,USA/CA-CZB-1455/2020,2020-04-10 00:00:00,San Luis Obispo County,B.1.320
555,USA/CA-CZB-1456/2020,2020-04-11 00:00:00,San Luis Obispo County,B.1
556,USA/CA-CZB-1457/2020,2020-04-11 00:00:00,San Luis Obispo County,B.1.166
557,USA/CA-CZB-1578/2020,2020-03-18 00:00:00,San Joaquin County,A
558,USA/CA-CZB-1579/2020,2020-03-18 00:00:00,San Joaquin County,B.1.110
559,USA/CA-CZB-1580/2020,2020-03-18 00:00:00,San Joaquin County,B
560,USA/CA-CZB-1581/2020,2020-03-21 00:00:00,San Joaquin County,A
561,USA/CA-CZB-1582/2020,2020-03-21 00:00:00,San Joaquin County,A.1
562,USA/CA-CZB-1584/2020,2020-03-22 00:00:00,San Joaquin County,A.1
563,USA/CA-CZB-1583/2020,2020-03-21 00:00:00,San Joaquin County,B
564,USA/CA-CZB-1585/2020,2020-03-22 00:00:00,San Joaquin County,A.1
565,USA/CA-CZB-1458/2020,2020-04-19 00:00:00,San Luis Obispo County,B.1.369
566,USA/CA-CZB-1459/2020,2020-04-19 00:00:00,San Luis Obispo County,B.1.166
567,USA/CA-CZB-1586/2020,2020-03-23 00:00:00,San Joaquin County,A.1
568,USA/CA-CZB-1587/2020,2020-03-24 00:00:00,San Joaquin County,A.2.2
569,USA/CA-CZB-1588/2020,2020-03-24 00:00:00,San Joaquin County,A.2.2
570,USA/CA-CZB-1589/2020,2020-03-24 00:00:00,San Joaquin County,B.1.334
571,USA/CA-CZB-1460/2020,2020-04-23 00:00:00,San Luis Obispo County,B.1.320
572,USA/CA-CZB-1461/2020,2020-04-23 00:00:00,San Luis Obispo County,B.1.320
573,USA/CA-CZB-1463/2020,2020-04-23 00:00:00,San Luis Obispo County,B.1.320
574,USA/CA-CZB-1590/2020,2020-03-25 00:00:00,San Joaquin County,B.1
575,USA/CA-CZB-2043/2020,2020-03-26 00:00:00,San Joaquin County,B
576,USA/CA-CZB-1591/2020,2020-03-26 00:00:00,San Joaquin County,B
577,USA/CA-CZB-1592/2020,2020-03-26 00:00:00,San Joaquin County,B.1.110
578,USA/CA-CZB-1593/2020,2020-03-28 00:00:00,San Joaquin County,B.1
579,USA/CA-CZB-1632/2020,2020-03-28 00:00:00,San Joaquin County,A.1
580,USA/CA-CZB-1464/2020,2020-04-25 00:00:00,San Luis Obispo County,B.1.320
581,USA/CA-CZB-1594/2020,2020-03-28 00:00:00,San Joaquin County,A.1
582,USA/CA-CZB-1596/2020,2020-03-27 00:00:00,San Joaquin County,B.1.110
583,USA/CA-CZB-1466/2020,2020-04-27 00:00:00,San Luis Obispo County,B.1.320
584,USA/CA-CZB-1597/2020,2020-03-27 00:00:00,San Joaquin County,B.1.110
585,USA/CA-CZB-1598/2020,2020-03-29 00:00:00,San Joaquin County,B.1
586,USA/CA-CZB-1469/2020,2020-04-28 00:00:00,San Luis Obispo County,B.1.336
587,USA/CA-CZB-1471/2020,2020-04-28 00:00:00,San Luis Obispo County,B.1.336
588,USA/CA-CZB-1473/2020,2020-04-29 00:00:00,San Luis Obispo County,B.1.336
589,USA/CA-CZB-1474/2020,2020-04-29 00:00:00,San Luis Obispo County,B.1.336
590,USA/CA-CZB-1599/2020,2020-03-31 00:00:00,San Joaquin County,A.1
591,USA/CA-CZB-1600/2020,2020-04-01 00:00:00,San Joaquin County,B.1.369
592,USA/CA-CZB-1601/2020,2020-04-02 00:00:00,San Joaquin County,A.1
593,USA/CA-CZB-1602/2020,2020-04-01 00:00:00,San Joaquin County,A.1
594,USA/CA-CZB-1603/2020,2020-04-03 00:00:00,San Joaquin County,A.1
595,USA/CA-CZB-1604/2020,2020-04-03 00:00:00,San Joaquin County,A.1
596,USA/CA-CZB-2044/2020,2020-04-03 00:00:00,San Joaquin County,B.1.324
597,USA/CA-CZB-1477/2020,2020-05-01 00:00:00,San Luis Obispo County,B.1.320
598,USA/CA-CZB-1605/2020,2020-04-04 00:00:00,San Joaquin County,A.1
599,USA/CA-CZB-1478/2020,2020-05-01 00:00:00,San Luis Obispo County,B.1.320
600,USA/CA-CZB-1479/2020,2020-05-01 00:00:00,San Luis Obispo County,B.1.320
601,USA/CA-CZB-1481/2020,2020-05-01 00:00:00,San Luis Obispo County,B.1.320
602,USA/CA-CZB-1482/2020,2020-05-01 00:00:00,San Luis Obispo County,B.1.320
603,USA/CA-CZB-3635/2020,2020-03-09 00:00:00,Ventura County,B.1
604,USA/CA-CZB-1483/2020,2020-05-01 00:00:00,San Luis Obispo County,B.1.336
605,USA/CA-CZB-1606/2020,2020-04-05 00:00:00,San Joaquin County,B.1
606,USA/CA-CZB-1607/2020,2020-04-06 00:00:00,San Joaquin County,A.1
607,USA/CA-CZB-1608/2020,2020-04-06 00:00:00,San Joaquin County,A.1
608,USA/CA-CZB-1609/2020,2020-04-07 00:00:00,San Joaquin County,B.1
609,USA/CA-CZB-1610/2020,2020-04-08 00:00:00,San Joaquin County,B.1
610,USA/CA-CZB-1611/2020,2020-04-09 00:00:00,San Joaquin County,A.1
611,USA/CA-CZB-1612/2020,2020-04-09 00:00:00,San Joaquin County,B.1.98
612,USA/CA-CZB-2045/2020,2020-04-11 00:00:00,San Joaquin County,A.1
613,USA/CA-CZB-1613/2020,2020-04-11 00:00:00,San Joaquin County,B.1.384
614,USA/CA-CZB-3636/2020,2020-03-13 00:00:00,Ventura County,B.1.320
615,USA/CA-CZB-3636/2020,2020-03-13 00:00:00,Ventura County,B.1.320
616,USA/CA-CZB-2046/2020,2020-04-11 00:00:00,San Joaquin County,B.1.1.207
617,USA/CA-CZB-2047/2020,2020-04-12 00:00:00,San Joaquin County,A.1
618,USA/CA-CZB-1484/2020,2020-05-01 00:00:00,San Luis Obispo County,B.1.320
619,USA/CA-CZB-1614/2020,2020-04-14 00:00:00,San Joaquin County,A.1
620,USA/CA-CZB-1615/2020,2020-04-14 00:00:00,San Joaquin County,A.1
621,USA/CA-CZB-1485/2020,2020-05-06 00:00:00,San Luis Obispo County,B.1.320
622,USA/CA-CZB-3637/2020,2020-03-16 00:00:00,Ventura County,B.1
623,USA/CA-CZB-1616/2020,2020-04-16 00:00:00,San Joaquin County,A.1
624,USA/CA-CZB-1486/2020,2020-05-07 00:00:00,San Luis Obispo County,B.1.320
625,USA/CA-CZB-1617/2020,2020-04-17 00:00:00,San Joaquin County,A
626,USA/CA-CZB-1618/2020,2020-04-18 00:00:00,San Joaquin County,B.1
627,USA/CA-CZB-3638/2020,2020-03-17 00:00:00,Ventura County,A.1
628,USA/CA-CZB-1555/2020,2020-03-18 00:00:00,Ventura County,A.1
629,USA/CA-CZB-1619/2020,2020-04-20 00:00:00,San Joaquin County,A.1
630,USA/CA-CZB-2048/2020,2020-04-19 00:00:00,San Joaquin County,B.1
631,USA/CA-CZB-2049/2020,2020-04-21 00:00:00,San Joaquin County,B.1.110
632,USA/CA-CZB-2050/2020,2020-04-21 00:00:00,San Joaquin County,B.1.110
633,USA/CA-CZB-1556/2020,2020-03-20 00:00:00,Ventura County,B.1
634,USA/CA-CZB-1620/2020,2020-04-21 00:00:00,San Joaquin County,A.1
635,USA/CA-CZB-3639/2020,2020-03-20 00:00:00,Ventura County,B
636,USA/CA-CZB-2051/2020,2020-04-22 00:00:00,San Joaquin County,B.1.8
637,USA/CA-CZB-2052/2020,2020-04-22 00:00:00,San Joaquin County,B.1.8
638,USA/CA-CZB-2053/2020,2020-04-22 00:00:00,San Joaquin County,B.1.8
639,USA/CA-CZB-2054/2020,2020-04-22 00:00:00,San Joaquin County,B.1.8
640,USA/CA-CZB-2056/2020,2020-04-22 00:00:00,San Joaquin County,B.1.8
641,USA/CA-CZB-2057/2020,2020-04-22 00:00:00,San Joaquin County,B.1.8
642,USA/CA-CZB-2058/2020,2020-04-22 00:00:00,San Joaquin County,B.1.8
643,USA/CA-CZB-2059/2020,2020-04-22 00:00:00,San Joaquin County,B.1.8
644,USA/CA-CZB-2060/2020,2020-04-22 00:00:00,San Joaquin County,B.1.8
645,USA/CA-CZB-2061/2020,2020-04-22 00:00:00,San Joaquin County,B.1.8
646,USA/CA-CZB-2062/2020,2020-04-22 00:00:00,San Joaquin County,B.1.8
647,USA/CA-CZB-2063/2020,2020-04-22 00:00:00,San Joaquin County,B.1.8
648,USA/CA-CZB-2064/2020,2020-04-24 00:00:00,San Joaquin County,B.1.8
649,USA/CA-CZB-2065/2020,2020-04-25 00:00:00,San Joaquin County,B.1.8
650,USA/CA-CZB-2066/2020,2020-04-25 00:00:00,San Joaquin County,B.1.8
651,USA/CA-CZB-3641/2020,2020-03-23 00:00:00,Ventura County,B.1
652,USA/CA-CZB-3640/2020,2020-03-23 00:00:00,Ventura County,B.1
653,USA/CA-CZB-2067/2020,2020-04-27 00:00:00,San Joaquin County,B.1.8
654,USA/CA-CZB-2068/2020,2020-04-27 00:00:00,San Joaquin County,B.1.8
655,USA/CA-CZB-3642/2020,2020-03-25 00:00:00,Ventura County,B.1
656,USA/CA-CZB-3644/2020,2020-03-25 00:00:00,Ventura County,B.1
657,USA/CA-CZB-3643/2020,2020-03-25 00:00:00,Ventura County,B.1
658,USA/CA-CZB-3643/2020,2020-03-25 00:00:00,Ventura County,B.1
659,USA/CA-CZB-2069/2020,2020-04-30 00:00:00,San Joaquin County,B.1.8
660,USA/CA-CZB-1621/2020,2020-05-01 00:00:00,San Joaquin County,B.1.503
661,USA/CA-CZB-3645/2020,2020-03-27 00:00:00,Ventura County,B.1
662,USA/CA-CZB-2070/2020,2020-05-04 00:00:00,San Joaquin County,B.1.8
663,USA/CA-CZB-2071/2020,2020-05-04 00:00:00,San Joaquin County,B.1.8
664,USA/CA-CZB-2072/2020,2020-05-04 00:00:00,San Joaquin County,B.1.8
665,USA/CA-CZB-2073/2020,2020-05-04 00:00:00,San Joaquin County,B.1.8
666,USA/CA-CZB-2074/2020,2020-05-04 00:00:00,San Joaquin County,B.1.8
667,USA/CA-CZB-2075/2020,2020-05-04 00:00:00,San Joaquin County,B.1.8
668,USA/CA-CZB-2076/2020,2020-05-04 00:00:00,San Joaquin County,B.1.8
669,USA/CA-CZB-2077/2020,2020-05-04 00:00:00,San Joaquin County,B.1.8
670,USA/CA-CZB-2078/2020,2020-05-04 00:00:00,San Joaquin County,B.1.8
671,USA/CA-CZB-2079/2020,2020-05-04 00:00:00,San Joaquin County,B.1.8
672,USA/CA-CZB-2080/2020,2020-05-04 00:00:00,San Joaquin County,B.1.8
673,USA/CA-CZB-2081/2020,2020-05-04 00:00:00,San Joaquin County,B.1.8
674,USA/CA-CZB-2082/2020,2020-05-04 00:00:00,San Joaquin County,B.1.8
675,USA/CA-CZB-2083/2020,2020-05-04 00:00:00,San Joaquin County,B.1.8
676,USA/CA-CZB-2084/2020,2020-05-04 00:00:00,San Joaquin County,B.1.8
677,USA/CA-CZB-2085/2020,2020-05-04 00:00:00,San Joaquin County,B.1.8
678,USA/CA-CZB-2086/2020,2020-05-04 00:00:00,San Joaquin County,B.1.8
679,USA/CA-CZB-2087/2020,2020-05-04 00:00:00,San Joaquin County,B.1.8
680,USA/CA-CZB-1559/2020,2020-03-29 00:00:00,Ventura County,B.1
681,USA/CA-CZB-1560/2020,2020-03-30 00:00:00,Ventura County,B.1.166
682,USA/CA-CZB-2088/2020,2020-05-06 00:00:00,San Joaquin County,B.1.8
683,USA/CA-CZB-2089/2020,2020-05-06 00:00:00,San Joaquin County,B.1.166
684,USA/CA-CZB-1561/2020,2020-04-01 00:00:00,Ventura County,B.1
685,USA/CA-CZB-3646/2020,2020-04-01 00:00:00,Ventura County,B.1.1.174
686,USA/CA-CZB-1562/2020,2020-04-02 00:00:00,Ventura County,B.1.166
687,USA/CA-CZB-1563/2020,2020-04-02 00:00:00,Ventura County,B.1.166
688,USA/CA-CZB-10965/2020,2020-09-21 00:00:00,Tulare County,B.1.243
689,USA/CA-CZB-10966/2020,2020-09-22 00:00:00,Tulare County,B.1.243
690,USA/CA-CZB-1622/2020,2020-05-07 00:00:00,San Joaquin County,B.1.453
691,USA/CA-CZB-1623/2020,2020-05-07 00:00:00,San Joaquin County,B.1.453
692,USA/CA-CZB-2090/2020,2020-05-07 00:00:00,San Joaquin County,B.1.8
693,USA/CA-CZB-1624/2020,2020-05-07 00:00:00,San Joaquin County,B.1.8
694,USA/CA-CZB-2091/2020,2020-05-07 00:00:00,San Joaquin County,B.1.8
695,USA/CA-CZB-12376/2020,2020-09-29 00:00:00,Tulare County,B.1.369
696,USA/CA-CZB-12376/2020,2020-09-29 00:00:00,Tulare County,B.1.369
697,USA/CA-CZB-12376/2020,2020-09-29 00:00:00,Tulare County,B.1.369
698,USA/CA-CZB-12377/2020,2020-09-29 00:00:00,Tulare County,B.1.369
699,USA/CA-CZB-1625/2020,2020-05-07 00:00:00,San Joaquin County,B.1.503
700,USA/CA-CZB-1626/2020,2020-05-08 00:00:00,San Joaquin County,B.1.110
701,USA/CA-CZB-1627/2020,2020-05-08 00:00:00,San Joaquin County,B.1.110
702,USA/CA-CZB-1628/2020,2020-05-08 00:00:00,San Joaquin County,B.1
703,USA/CA-CZB-2092/2020,2020-05-09 00:00:00,San Joaquin County,B.1.8
704,USA/CA-CZB-1629/2020,2020-05-09 00:00:00,San Joaquin County,B.1.453
705,USA/CA-CZB-1564/2020,2020-04-05 00:00:00,Ventura County,B.1
706,USA/CA-CZB-1566/2020,2020-04-05 00:00:00,Ventura County,B.1
707,USA/CA-CZB-1570/2020,2020-04-07 00:00:00,Ventura County,B.1.163
708,USA/CA-CZB-3647/2020,2020-04-08 00:00:00,Ventura County,B.1
709,USA/CA-CZB-12379/2020,2020-10-02 00:00:00,Tulare County,B.1.2
710,USA/CA-CZB-12379/2020,2020-10-02 00:00:00,Tulare County,B.1.2
711,USA/CA-CZB-12379/2020,2020-10-02 00:00:00,Tulare County,B.1.2
712,USA/CA-CZB-12378/2020,2020-10-02 00:00:00,Tulare County,B.1.243
713,USA/CA-CZB-12380/2020,2020-10-06 00:00:00,Tulare County,B.1.240
714,USA/CA-CZB-14712/2020,2020-10-22 00:00:00,Tulare County,B.1.2
715,USA/CA-CZB-14713/2020,2020-10-23 00:00:00,Tulare County,B.1.2
716,USA/CA-CZB-14714/2020,2020-10-26 00:00:00,Tulare County,B.1.2
717,USA/CA-CZB-1572/2020,2020-04-12 00:00:00,Ventura County,B.1.1.119
718,USA/CA-CZB-1573/2020,2020-04-12 00:00:00,Ventura County,B.1.1.119
719,USA/CA-CZB-3763/2020,2020-04-14 00:00:00,Ventura County,B.1.163
720,USA/CA-CZB-3764/2020,2020-04-14 00:00:00,Ventura County,B.1.163
721,USA/CA-CZB-3765/2020,2020-04-15 00:00:00,Ventura County,B.1.320
722,USA/CA-CZB-15495/2020,2020-06-15 00:00:00,San Luis Obispo County,B.1.267
723,USA/CA-CZB-1538/2020,2020-04-20 00:00:00,Ventura County,B.1
724,USA/CA-CZB-1539/2020,2020-04-21 00:00:00,Ventura County,B.1.1.119
725,USA/CA-CZB-1540/2020,2020-04-22 00:00:00,Ventura County,B.1.320
726,USA/CA-CZB-1542/2020,2020-04-23 00:00:00,Ventura County,B.1.1.119
727,USA/CA-CZB-1541/2020,2020-04-23 00:00:00,Ventura County,B.1.163
728,USA/CA-CZB-1537/2020,2020-04-25 00:00:00,Ventura County,B.1.163
729,USA/CA-CZB-1536/2020,2020-04-27 00:00:00,Ventura County,B.1.163
730,USA/CA-CZB-1544/2020,2020-04-28 00:00:00,Ventura County,B.1
731,USA/CA-CZB-1543/2020,2020-04-28 00:00:00,Ventura County,B.1.320
732,USA/CA-CZB-1534/2020,2020-04-29 00:00:00,Ventura County,B.1.320
733,USA/CA-CZB-1551/2020,2020-04-29 00:00:00,Ventura County,B.1.1.119
734,USA/CA-CZB-1533/2020,2020-04-30 00:00:00,Ventura County,B.1
735,USA/CA-CZB-1532/2020,2020-04-30 00:00:00,Ventura County,B.1
736,USA/CA-CZB-1531/2020,2020-05-01 00:00:00,Ventura County,B.1.320
737,USA/CA-CZB-1530/2020,2020-05-02 00:00:00,Ventura County,B.1
738,USA/CA-CZB-1529/2020,2020-05-02 00:00:00,Ventura County,B.1
739,USA/CA-CZB-1528/2020,2020-05-03 00:00:00,Ventura County,B.1.320
740,USA/CA-CZB-1526/2020,2020-05-05 00:00:00,Ventura County,B.1.241
741,USA/CA-CZB-1524/2020,2020-05-06 00:00:00,Ventura County,B.1.320
742,USA/CA-CZB-1525/2020,2020-05-06 00:00:00,Ventura County,B.1.320
743,USA/CA-CZB-1523/2020,2020-05-07 00:00:00,Ventura County,B.1.320
744,USA/CA-CZB-1522/2020,2020-05-08 00:00:00,Ventura County,B.1
745,USA/CA-CZB-1520/2020,2020-05-11 00:00:00,Ventura County,B.1.320
746,USA/CA-CZB-1521/2020,2020-05-11 00:00:00,Ventura County,B.1.320
747,USA/CA-CZB-1549/2020,2020-05-11 00:00:00,Ventura County,B.1.320
748,USA/CA-CZB-1519/2020,2020-05-11 00:00:00,Ventura County,B.1.320
749,USA/CA-CZB-1546/2020,2020-05-11 00:00:00,Ventura County,B.1.320
750,USA/CA-CZB-1545/2020,2020-05-11 00:00:00,Ventura County,B.1.320
751,USA/CA-CZB-1547/2020,2020-05-11 00:00:00,Ventura County,B.1.320
752,USA/CA-CZB-1518/2020,2020-05-12 00:00:00,Ventura County,B.1.320
753,USA/CA-CZB-1517/2020,2020-05-13 00:00:00,Ventura County,B.1
754,USA/CA-CZB-1516/2020,2020-05-15 00:00:00,Ventura County,B.1
755,USA/CA-CZB-1515/2020,2020-05-16 00:00:00,Ventura County,B.1.243
756,USA/CA-CZB-3770/2020,2020-05-13 00:00:00,Ventura County,B.1.369
757,USA/CA-CZB-3773/2020,2020-05-24 00:00:00,Ventura County,B.1.1.287
758,USA/CA-CZB-3774/2020,2020-05-26 00:00:00,Ventura County,B.1.521
759,USA/CA-CZB-3775/2020,2020-05-30 00:00:00,Ventura County,B.1.369
760,USA/CA-CZB-3776/2020,2020-06-04 00:00:00,Ventura County,B.1.320
761,USA/CA-CZB-3777/2020,2020-06-04 00:00:00,Ventura County,B.1.243
762,USA/CA-CZB-3778/2020,2020-06-04 00:00:00,Ventura County,B.1.320
763,USA/CA-CZB-3779/2020,2020-06-04 00:00:00,Ventura County,B.1.320
764,USA/CA-CZB-3781/2020,2020-06-04 00:00:00,Ventura County,B.1.320
765,USA/CA-CZB-3783/2020,2020-06-04 00:00:00,Ventura County,B.1.320
766,USA/CA-CZB-3784/2020,2020-06-04 00:00:00,Ventura County,B.1.320
767,USA/CA-CZB-3787/2020,2020-06-04 00:00:00,Ventura County,B.1.320
768,USA/CA-CZB-3768/2020,2020-06-05 00:00:00,Ventura County,B.1.243
769,USA/CA-CZB-3762/2020,2020-06-05 00:00:00,Ventura County,B.1.320
770,USA/CA-CZB-3769/2020,2020-06-05 00:00:00,Ventura County,B.1.320
771,USA/CA-CZB-3792/2020,2020-06-05 00:00:00,Ventura County,B.1.320
772,USA/CA-CZB-3794/2020,2020-06-07 00:00:00,Ventura County,B.1.320
773,USA/CA-CZB-3793/2020,,Ventura County,B.1.243
774,USA/CA-CZB-3800/2020,2020-06-12 00:00:00,Ventura County,B.1.1.1
775,USA/CA-CZB-3801/2020,2020-06-14 00:00:00,Ventura County,B.1.243
776,USA/CA-CZB-3767/2020,2020-06-18 00:00:00,Ventura County,B.1
777,USA/CA-CZB-3766/2020,2020-06-28 00:00:00,Ventura County,B.1.243
778,USA/CA-CZB-19398/2020,2020-12-20 00:00:00,Alameda County,
779,USA/CA-CZB-19401/2020,2020-12-27 00:00:00,Alameda County,
780,USA/CA-CZB-19399/2020,2020-12-29 00:00:00,Alameda County,
781,USA/CA-CZB-19400/2020,2020-12-29 00:00:00,Alameda County,
782,USA/CA-CZB-15497/2020,2020-11-04 00:00:00,San Luis Obispo County,B.1.1.119
783,USA/CA-CZB-11781/2020,2020-09-15 00:00:00,San Joaquin County,B.1.1.207
784,USA/CA-CZB-15481/2020,2020-09-02 00:00:00,San Luis Obispo County,B.1.399
785,USA/CA-CZB-15482/2020,2020-09-04 00:00:00,San Luis Obispo County,B.1.399
786,USA/CA-CZB-15483/2020,2020-09-04 00:00:00,San Luis Obispo County,B.1.399
787,USA/CA-CZB-15488/2020,2020-09-15 00:00:00,San Luis Obispo County,B.1.399
788,USA/CA-CZB-15490/2020,2020-09-16 00:00:00,San Luis Obispo County,B.1.399
789,USA/CA-CZB-15491/2020,2020-09-17 00:00:00,San Luis Obispo County,B.1.2
790,USA/CA-CZB-15492/2020,2020-09-17 00:00:00,San Luis Obispo County,B.1.399
791,USA/CA-CZB-15493/2020,2020-09-18 00:00:00,San Luis Obispo County,B.1.399
792,USA/CA-CZB-15494/2020,2020-09-22 00:00:00,San Luis Obispo County,B.1.243
793,USA/CA-CZB-1765/2020,2020-05-06 00:00:00,Santa Clara County,B.1
794,USA/CA-CZB-1766/2020,2020-05-06 00:00:00,Santa Clara County,A.1
795,USA/CA-CZB-13340/2020,2020-05-02 00:00:00,Alameda County,B.1.503
796,USA/CA-CZB-13071/2020,2020-05-03 00:00:00,Alameda County,B.1
797,USA/CA-CZB-13073/2020,2020-05-03 00:00:00,Alameda County,B.1.453
798,USA/CA-CZB-13072/2020,2020-05-03 00:00:00,Alameda County,B.1
799,USA/CA-CZB-13356/2020,2020-04-30 00:00:00,Alameda County,B.1.453
800,USA/CA-CZB-13347/2020,2020-05-01 00:00:00,Alameda County,B.1.453
801,USA/CA-CZB-13354/2020,2020-04-30 00:00:00,Alameda County,B.1.453
